Nome: SAO VICENTE DO SUL
Codigo Estacao: A889
Latitude: -29.70222222
Longitude: -54.69444444
Altitude: 134
Situacao: Operante
Data Inicial: 2016-04-05
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2016-08-09;0;19,7;12,4;5,9;76,5;1,2;
2016-08-10;0;17,5;11,9;5,7;77,9;2,2;
2016-08-11;0;18,8;11,4;6,4;78,4;3,1;
2016-08-12;0;20,7;12,3;7,1;76,4;2,5;
2016-08-13;,2;25,4;15,4;6,5;69,5;1,5;
2016-08-14;0;26;17,4;9,1;71,8;1,6;
2016-08-15;0;26,2;19;12,4;78,8;2,2;
2016-08-16;0;27,8;20,3;12,4;71,1;2,3;
2016-08-17;17,6;22,9;17,6;14,5;65,5;3,4;
2016-08-18;,6;19,2;12,5;5,3;66;3,5;
2016-08-19;0;20,3;13,9;8;68;5,8;
2016-08-20;7,4;17,4;14,4;11,6;80,9;5,7;
2016-08-21;0;13,5;10,1;7,5;73,4;3,8;
2016-08-22;0;17,9;10;2,9;67,2;1,6;
2016-08-23;0;20,2;11,8;3,5;66,9;1,8;
2016-08-24;0;25,8;15;6,6;70,9;2,3;
2016-08-25;0;28;18,3;9,9;71,5;1,9;
2016-08-26;0;32,2;21,9;14,1;73,6;2,6;
2016-08-27;0;32;25,9;17,6;58,6;3,2;
2016-08-28;6;25,1;17,8;14,7;89,8;2,9;
2016-08-29;21,4;17,5;16;14,6;95,4;4,1;
2016-08-30;18,2;16,8;15,7;15,1;94,5;2;
2016-08-31;8,4;19,6;16,2;14,3;82,1;3;
2016-09-01;0;22;15,3;9,2;75,2;1,6;
2016-09-02;0;16;13,6;12,2;84,9;5,7;
2016-09-03;0;12,7;11,3;10,2;87,6;5,3;
2016-09-04;4,8;15,6;12,8;10,2;92,5;4;
2016-09-05;1,8;16,5;14,5;11,3;95,7;2;
2016-09-06;14,8;13,1;10,8;8,4;80;5,4;
2016-09-07;,2;17,3;12,7;8,7;71,9;4,8;
2016-09-08;0;19,9;13,5;8,4;77,8;1,6;
2016-09-09;0;23,5;15,1;7,1;70,1;1,7;
2016-09-10;,2;27,7;18,1;10,5;69,2;1,9;
2016-09-11;0;29;20,2;12,7;72,3;2,7;
2016-09-12;0;29,8;21,4;14,3;74,3;3;
2016-09-13;18,6;29,6;20,3;15,7;61,7;5,3;
2016-09-14;,2;18,6;13,9;11,3;64,8;5,1;
2016-09-15;0;18,8;12,4;6,8;71,9;1,6;
2016-09-16;0;21,7;13,4;5,8;74;2,7;
2016-09-17;0;26,6;16,7;9,5;75,3;2,7;
2016-09-18;0;23,4;18,1;12,3;75,4;2,6;
2016-09-19;0;18,5;14,6;10,6;68,4;3,4;
2016-09-20;0;20,1;13,8;6,7;74,6;3;
2016-09-21;0;26,2;16,5;9,4;71,2;3;
2016-09-22;0;28,1;19,4;11;64,6;2,5;
2016-09-23;0;23,2;17,7;12,3;69,8;2,8;
2016-09-24;0;15,8;11,7;7,9;69,1;3,7;
2016-09-25;0;20,3;13,1;6,6;67,5;2,2;
2016-09-26;0;22,3;13,3;6;69,4;3,3;
2016-09-27;0;24,6;14,8;7,5;67,4;3,8;
2016-09-28;0;29,3;18,1;9;59,4;2,9;
2016-09-29;0;21,3;15,7;9,4;65,8;5,8;
2016-09-30;0;21,6;14,7;8,5;66,6;7,3;
2016-10-01;0;24,7;16,9;11,1;69,5;5,8;
2016-10-02;0;26;18,1;11,7;71,3;5,9;
2016-10-03;0;26,2;19,5;13,1;68,6;4,8;
2016-10-04;0;24;18,7;14,4;72,5;6;
2016-10-05;0;22,7;15,9;13,2;85,7;4,5;
2016-10-06;18;21;16,3;13,7;81,7;5;
2016-10-07;0;23,9;17;10,5;76,3;2,3;
2016-10-08;,2;21,7;17,3;12,6;55,6;2,7;
2016-10-09;0;21,9;14,8;7,1;59;2,2;
2016-10-10;0;24,5;15,7;7,7;65,2;4,2;
2016-10-11;,2;27,9;20,1;13,3;67;2,2;
2016-10-12;0;22,8;20,5;18,3;76,8;2,4;
2016-10-13;9;26,8;20,9;16,9;77,9;2,3;
2016-10-14;0;28,5;22,4;16,5;74,8;4;
2016-10-15;0;23,1;19;16,6;89,8;3,5;
2016-10-16;34,4;26,8;23,1;17,1;76,2;3,4;
2016-10-17;36,4;24,5;21,4;20,2;86,7;4,6;
2016-10-18;92,4;21,7;18,8;18,2;93,3;4,3;
2016-10-19;84,4;25,9;20,4;17,1;null;3,8;
2016-10-20;22,6;21,9;17,9;15,6;79,5;3,5;
2016-10-21;0;22,2;17,2;12,7;73,2;3,2;
2016-10-22;0;22,9;17,6;13,7;72,5;5,4;
2016-10-23;0;30,2;22,1;16,2;74;3,5;
2016-10-24;0;26,1;22,3;20,6;88;3,7;
2016-10-25;46,4;24,4;21,2;19;87,5;4,1;
2016-10-26;1,6;24,4;20,6;19,1;88,9;2,8;
2016-10-27;17,2;19,5;16,1;11,7;67,4;5;
2016-10-28;0;18,9;13,6;8,5;60;3,1;
2016-10-29;0;23,7;16,1;9,2;70,6;4,1;
2016-10-30;0;27,9;19,8;12,6;67,8;3,8;
2016-10-31;0;33,2;23,5;14,8;64,8;2,8;
2016-11-01;20,4;26,5;21,4;20;82,4;5;
2016-11-02;79,6;18,8;16,3;13,5;67,7;4,8;
2016-11-03;0;22,6;15,8;9,1;56,2;1,6;
2016-11-04;0;27,2;19,4;11,1;58,6;1,4;
2016-11-05;0;30,6;22;13,8;63,3;2,9;
2016-11-06;0;33,7;24,7;15,3;57,8;2,5;
2016-11-07;0;33,5;26;18,6;61,8;2,3;
2016-11-08;0;28,8;23,4;19,6;75;2,6;
2016-11-09;45;25,5;20,5;18,4;87,4;3,3;
2016-11-10;1,8;31,4;24,5;18;70;2;
2016-11-11;3,6;26,8;20,3;17;75,5;3,4;
2016-11-12;0;24,3;18,3;11,6;55,3;4,9;
2016-11-13;0;30,2;20,6;11,8;67,4;3,3;
2016-11-14;0;30,1;24,1;17,5;68,2;1,8;
2016-11-15;2;29,8;24,4;20;68,8;2,5;
2016-11-16;28,6;29,1;22,9;18,7;72,5;3,3;
2016-11-17;,2;24,1;18,3;16,4;76,2;4,8;
2016-11-18;6;20,8;14,4;7,9;67;3,6;
2016-11-19;0;24,2;17,4;11,7;67,2;3,2;
2016-11-20;0;26,8;19;12,3;70,4;2,9;
2016-11-21;0;27,4;22;16,5;61,5;3,4;
2016-11-22;0;23,2;17,7;12;63,5;3,6;
2016-11-23;0;26,7;19,5;11,1;55,6;2,1;
2016-11-24;0;30,1;21,7;13,3;57,1;3,9;
2016-11-25;1;30,9;23,4;16,5;63,5;4,2;
2016-11-26;,2;35,8;26,8;18,9;65,5;2,8;
2016-11-27;10;30,1;21,2;19,1;89,2;3,1;
2016-11-28;29;27,7;22,9;20,1;80,7;3,7;
2016-11-29;,2;28,4;21,8;14,8;59,9;4,5;
2016-11-30;0;26,2;20,4;13,5;60,8;5,5;
2016-12-01;0;30,3;22,2;15;62,5;4,5;
2016-12-02;0;30,2;24,1;17,4;71;2,2;
2016-12-03;7,4;26,3;21;20,3;88;3,8;
2016-12-04;43,6;26,9;21,1;17;77,9;3,5;
2016-12-05;0;29,9;22,7;15,5;67,4;2,5;
2016-12-06;0;31,7;24,4;17,2;64,1;2,1;
2016-12-07;0;32,1;25,2;19,2;70,3;2;
2016-12-08;2,4;29,9;24,1;19;68,2;3,4;
2016-12-09;0;26,6;21,7;17,2;66,8;6,6;
2016-12-10;0;30,2;23,1;17,8;68,5;3;
2016-12-11;0;33,3;26,3;20,3;55,6;2,3;
2016-12-12;0;33,7;26;18,2;56,9;3,2;
2016-12-13;0;31,2;24,5;21,8;59,7;3;
2016-12-14;0;24,9;19,6;13,1;50,5;3,8;
2016-12-15;0;25,4;18,3;10,4;54,8;4,7;
2016-12-16;0;29,5;21,7;14,4;59,8;4;
2016-12-17;0;33,4;25,7;17,1;60;2,7;
2016-12-18;0;31,6;25,5;21,3;67,8;3,8;
2016-12-19;30,8;24,4;21,9;19,9;85,9;2,6;
2016-12-20;0;30;23,6;17,6;67,8;1,5;
2016-12-21;0;33,4;25,7;18,5;71,7;1,8;
2016-12-22;3,2;33,9;28,4;23,8;64,9;2,3;
2016-12-23;0;31,2;27;24,6;67,1;3,7;
2016-12-24;,2;33,4;26,2;20,8;69,5;1,5;
2016-12-25;0;35,2;28,7;21,9;66,4;3,6;
2016-12-26;0;33,6;26,7;23,3;75,3;3,6;
2016-12-27;51;23,2;21,6;20,2;89,3;2,9;
2016-12-28;33,6;26,8;23;19,9;85,7;3,6;
2016-12-29;0;28,4;24,2;22,2;87,4;3,6;
2016-12-30;3,6;30,8;25,3;22,7;85,9;2,4;
2016-12-31;4,8;31,5;26,3;23,5;82,2;2,4;
2017-01-01;,2;32,9;27;22,7;77,3;2,3;
2017-01-02;0;34;28,4;24;77,3;2,2;
2017-01-03;0;34,1;27,3;22,6;78,1;3,3;
2017-01-04;6,8;30,9;23,4;20,6;83,4;2,7;
2017-01-05;11,6;25,7;22,7;20,5;90,5;2,7;
2017-01-06;14,8;26,6;23;19,2;80,6;4,7;
2017-01-07;0;29,4;23,8;20,1;81,2;3;
2017-01-08;0;27,8;24,5;21,6;88,3;1,5;
2017-01-09;19,8;32,2;26;21,7;82;3,1;
2017-01-10;47,4;29;24,3;21,6;83,6;2,5;
2017-01-11;,2;30,1;25,2;21,7;78;4,1;
2017-01-12;0;30,7;24,9;19,9;78;3,6;
2017-01-13;0;34,9;27,1;19,8;67,6;2,6;
2017-01-14;0;31,4;25,8;24,5;82,7;2,3;
2017-01-15;5,6;31;25,3;20,9;83,7;3,7;
2017-01-16;61,4;29,3;24,4;20,1;81,6;3,8;
2017-01-17;9,8;29,7;23,8;19,9;79,9;2,9;
2017-01-18;,6;31,5;26,1;21,8;74,3;2,5;
2017-01-19;0;29,1;24,3;19,4;73,5;5;
2017-01-20;0;30,9;23,8;18,4;76,7;4,9;
2017-01-21;0;29,7;23,6;18,8;76,5;4,6;
2017-01-22;0;30,2;23,3;17,5;77,7;3,9;
2017-01-23;0;30,7;24,8;19,8;78,5;3,4;
2017-01-24;0;30,2;23,1;21,3;87,7;2;
2017-01-25;38,4;28;22,3;19,1;84,6;2,5;
2017-01-26;2,4;25;20,7;16,8;73,8;3;
2017-01-27;,2;26;20,6;15,6;69,6;2,6;
2017-01-28;0;28,1;21,2;14,3;72,6;2,3;
2017-01-29;0;31,8;24,4;18,8;77,8;3,7;
2017-01-30;0;31,7;25,2;21,4;79,8;2,6;
2017-01-31;2,4;31,8;24,8;21,3;77,5;2,4;
2017-02-01;2;30,4;24,7;22,2;80,9;2;
2017-02-02;,2;29,1;24,5;20,7;79,1;2;
2017-02-03;4,2;32,1;25,1;20;76,8;1,3;
2017-02-04;1,8;34,3;27,4;21,5;72,1;1,9;
2017-02-05;23;29,2;23,9;21,4;80,2;3,3;
2017-02-06;0;25,7;20,5;16;70,1;2;
2017-02-07;0;26,9;20,9;14,9;70,8;2;
2017-02-08;0;27,2;21;16,2;79,5;4,5;
2017-02-09;0;31,7;23,4;18;79,2;3,7;
2017-02-10;0;28,4;23,7;20,2;79,5;1,7;
2017-02-11;10;27,8;23,1;20,4;89,7;1,9;
2017-02-12;11,4;29;23;20,9;89,3;1,8;
2017-02-13;1,4;28,7;23,8;19,7;78,8;2,3;
2017-02-14;,4;30,7;24,9;20;74;2,1;
2017-02-15;0;32,9;26;20,1;75,9;1,6;
2017-02-16;0;33,3;25,3;21,7;80,3;2,7;
2017-02-17;69,8;25,7;22,7;20,6;86,4;2,6;
2017-02-18;0;34,9;26,2;21;76,1;3,3;
2017-02-19;0;33,2;26;21,6;81,4;2,3;
2017-02-20;,2;33,7;26,3;23,3;83,5;2,3;
2017-02-21;3,6;26,3;23,5;22,2;89,5;2,6;
2017-02-22;17,6;31,2;25,6;21,9;81,9;2;
2017-02-23;0;29,8;23,8;20,1;83,8;1,5;
2017-02-24;3,8;31,4;25,1;20,6;78,4;1,4;
2017-02-25;0;31;25,3;21,3;79,4;2,4;
2017-02-26;0;30,1;24,5;20,5;80,8;3,4;
2017-02-27;0;31,7;24,9;20,5;81,6;2,7;
2017-02-28;0;31,3;24,9;20,6;80;1,7;
2017-03-01;0;30,3;24,8;21,5;81,1;1,4;
2017-03-02;0;32,9;26,3;20,6;77,3;1,4;
2017-03-03;0;32;25,7;23,7;83,6;1,9;
2017-03-04;37,2;25,3;23;21,8;92,8;1,8;
2017-03-05;3,6;28,8;23,6;21,2;84,2;4;
2017-03-06;0;29,4;23;17,5;79,6;4,1;
2017-03-07;0;29,7;24,3;19,9;79;4,1;
2017-03-08;0;31,9;25,4;20,8;80,3;3,9;
2017-03-09;0;33,4;26,1;22,9;79,5;4,4;
2017-03-10;75,2;27,1;22,3;19,3;83,8;3,6;
2017-03-11;0;24,7;20,4;16,7;85,1;3,6;
2017-03-12;64,4;25,5;21,4;18,8;82,5;3;
2017-03-13;1,2;24,9;18,2;12,4;65,8;1,3;
2017-03-14;0;26,6;18,4;10,6;71,7;2,3;
2017-03-15;0;33,4;22,6;14,4;75,3;3,2;
2017-03-16;16,4;29,2;19,7;18,8;88,6;2,7;
2017-03-17;0;22,2;17;10,9;71,2;4,2;
2017-03-18;0;23,9;16,9;11,4;74,1;4,1;
2017-03-19;0;25,6;19;13,9;81;5,1;
2017-03-20;0;27,8;20,8;16;79,6;5;
2017-03-21;0;29,6;22,4;17;76,8;4,7;
2017-03-22;0;29,9;23,3;18,2;76,2;3;
2017-03-23;,6;29,1;23,4;19,9;79,5;2;
2017-03-24;0;30,3;22,5;17,8;80,6;2,1;
2017-03-25;0;28,7;22;18;81;3,7;
2017-03-26;0;28,8;23;19,3;78,1;4,6;
2017-03-27;0;28,2;22,5;19,1;84,6;3,5;
2017-03-28;0;28,8;22,6;18,7;76,2;5,5;
2017-03-29;0;28,5;22,1;17,9;75;5,3;
2017-03-30;0;29,9;22,2;16,5;73;4,4;
2017-03-31;0;28,5;21,6;16,8;72,6;5,1;
2017-04-01;0;27,7;21,3;15,4;68,4;5;
2017-04-02;0;29,3;21,5;15,2;67,6;3,7;
2017-04-03;0;31;23;17,9;73,2;2,4;
2017-04-04;0;31,6;24,5;19,3;70,8;1,9;
2017-04-05;1,4;26,8;22,8;21,1;80,5;1,9;
2017-04-06;2,4;27,4;20,4;14,8;64,3;2,3;
2017-04-07;,2;29,8;20,7;13,4;70,4;3,8;
2017-04-08;0;23,5;20,9;18,1;87,6;3,4;
2017-04-09;12,8;24,2;22,3;20,4;86,5;2,7;
2017-04-10;64,8;25;22;21,1;90;3,3;
2017-04-11;21,2;24,7;18,5;14,4;77,5;2,7;
2017-04-12;0;22,5;17,4;13;70,7;3,4;
2017-04-13;0;23,1;16,1;10,2;76,7;3,9;
2017-04-14;0;26;19,2;14,8;80,7;4,1;
2017-04-15;0;22;19,5;17,7;90,8;3,1;
2017-04-16;2,4;21,7;19,7;18,2;87,7;4,4;
2017-04-17;0;24,6;18,1;13,1;79;4;
2017-04-18;0;24,4;18,8;15,3;80,8;6,5;
2017-04-19;4,2;22,1;19,2;16,9;88,3;4;
2017-04-20;9,4;24,4;20,9;18,1;86,5;2,2;
2017-04-21;45,8;22,8;19,7;18,6;89,8;1,7;
2017-04-22;8,2;23,3;17,3;12,4;70,9;1,5;
2017-04-23;0;23,6;16;9,7;74,2;2,3;
2017-04-24;,6;18,6;16,8;13,5;90,4;2,9;
2017-04-25;17;20,7;18,8;15,4;89,6;3,5;
2017-04-26;19;18,9;15,6;12,7;73;4,5;
2017-04-27;0;19,8;13,1;7,7;66,2;2,5;
2017-04-28;0;22,1;14;6,8;66,6;1,3;
2017-04-29;0;23,4;14,6;6,9;67;1,3;
2017-04-30;0;25,6;15,7;7,7;73,3;1,9;
2017-05-01;0;23,1;16,3;12;80,9;3,1;
2017-05-02;0;26,8;19;13,8;80,2;2,5;
2017-05-03;0;24,3;19,3;15,2;84,4;1,7;
2017-05-04;0;26,2;20;16;77,6;1,9;
2017-05-05;0;24,3;18,1;14,2;82,8;3,2;
2017-05-06;0;25,4;19,2;15,2;79,3;4,2;
2017-05-07;,2;28,3;20,6;16,4;71,4;2,7;
2017-05-08;0;21,6;18,1;15,6;86,8;2,3;
2017-05-09;23,6;21,2;17,6;15,4;86,1;2,5;
2017-05-10;,2;19,4;14;9,4;80,3;3,2;
2017-05-11;,2;18,6;13,6;10;82,8;5,2;
2017-05-12;4;26,5;17,3;11,2;88;3,7;
2017-05-13;72;17,8;16,4;14,4;94,3;3,8;
2017-05-14;34,2;17,6;16,2;14,6;86,9;1,8;
2017-05-15;0;19,1;15,3;12,6;81,9;1,3;
2017-05-16;0;19,6;14,1;9,3;82,8;2;
2017-05-17;,2;19,3;14,4;11,3;89,3;4;
2017-05-18;0;24,3;17,9;12,9;83,6;4;
2017-05-19;3,4;21,1;18;14,3;87,6;2,4;
2017-05-20;1,4;18,3;15;13,6;89,9;2,1;
2017-05-21;11,6;21;13,1;6,7;68,7;1,4;
2017-05-22;,2;20,8;14,2;8,6;78;2,7;
2017-05-23;,2;16,1;14,4;11,8;93,3;3,3;
2017-05-24;35,8;24;19,3;13,4;89,5;1,7;
2017-05-25;1,2;29,8;25;16,9;77;4,4;
2017-05-26;13,6;25,5;18;17;94,8;3,7;
2017-05-27;56,6;15,9;14,3;13,8;91,2;5,8;
2017-05-28;21,2;18;16,4;13;94,3;4,5;
2017-05-29;,4;19,3;16,5;15,1;91,7;2,7;
2017-05-30;,6;17,2;15;13,9;89,8;5,7;
2017-05-31;22,8;14,8;13,7;12,8;90,7;6,7;
2017-06-01;12,8;16,5;14,2;12,7;94,1;4,2;
2017-06-02;4;18;13,5;10;91,6;1,1;
2017-06-03;,4;20,4;14;9,4;83,6;1,8;
2017-06-04;1,8;19,7;16,5;11,5;92,3;2,4;
2017-06-05;,2;17,2;14,7;12,9;89,2;3,5;
2017-06-06;0;15,1;13,8;12,8;87,6;3,9;
2017-06-07;0;15,2;13,9;12,9;95,7;3,3;
